برلين ترفض حصول شركة اميركية على رخصة تصنيع دبابة " ليوبارد " الالمانية	X VERB NOUN NOUN ADJ ADP NOUN NOUN NOUN PUNCT X PUNCT ADJ
وقال و قال إذا رفضت لجنة الأحزاب تأسيس الحزب رغم تميز برنامجه برنامج ه عن بقية برامج الأحزاب الأخرى فسوف ف سوف يلجأ للقضاء ل القضاء ، مشيرا إلى أن " الميدان السياسي خال تماما من حزب يركز على الانتماء لمصر ل مصر " في الوقت الذي يرى فيه في ه " طوفاناً من العروبة والانتماء و الانتماء إليها إلي ها " .	_ CCONJ VERB CCONJ VERB NOUN NOUN NOUN NOUN ADP NOUN _ NOUN PRON ADP NOUN NOUN NOUN ADJ _ CCONJ AUX VERB _ ADP NOUN PUNCT ADJ ADP SCONJ PUNCT NOUN ADJ ADJ NOUN ADP NOUN VERB ADP NOUN _ ADP NOUN PUNCT ADP NOUN DET VERB _ ADP PRON PUNCT NOUN ADP NOUN _ CCONJ NOUN _ ADP PRON PUNCT PUNCT
وقال و قال إن الانتماء للعروبة ل العروبة أتى مع عبد الناصر ، وثورة و ثورة يوليو ، ولكن و لٰكن نحن مصريون ولسنا و لسنا عرباً ولا و لا يوجد عيب في ذلك ومحاولة و محاولة الخلط بين الإسلام والعروبة و العروبة " محاولة مفتعلة ، التركي مسلم ، والباكستاني و الباكستاني مسلم ، والماليزي و الماليزي مسلم وهم و هم لا يتحدثون العربية " .	_ CCONJ VERB SCONJ NOUN _ ADP NOUN VERB ADP NOUN NOUN PUNCT _ CCONJ NOUN NOUN PUNCT _ CCONJ CCONJ PRON NOUN _ CCONJ AUX NOUN _ CCONJ PART VERB NOUN ADP DET _ CCONJ NOUN NOUN ADP NOUN _ CCONJ NOUN PUNCT NOUN ADJ PUNCT NOUN NOUN PUNCT _ CCONJ NOUN NOUN PUNCT _ CCONJ NOUN NOUN _ CCONJ PRON PART VERB ADJ PUNCT PUNCT
وأضاف و أضاف أن الحزب " يعتز بأخوة ب أخوة العرب في الإسلام ، ولكننا و لٰكن نا نقر بضرورة ب ضرورة العودة للجذور ل الجذور " .	_ CCONJ VERB SCONJ NOUN PUNCT VERB _ ADP NOUN NOUN ADP NOUN PUNCT _ CCONJ CCONJ PRON X _ ADP NOUN NOUN _ ADP NOUN PUNCT PUNCT
هلع في مصر من التهاب السحايا	NOUN ADP NOUN ADP NOUN NOUN
على رغم تأكيدات رسمية مصرية لخلو ل خلو البلاد من مرض حمى الملاريا المخية " ( التهاب السحايا ) إلا أن الفزع ساد المدن والمحافظات و المحافظات المصرية يوم 29 / 10 الحالي بعد إعلان وفاة اثنين أصيبا بالمرض ب المرض من أعضاء البعثة المصرية التي شاركت في بطولة الألعاب الأفريقية في نيجيريا أخيرا ، واحتجاز و احتجاز اثنين آخرين أثناء رحلة العودة في إحدى مستشفيات اليونان للاشتباه ل الاشتباه في إصابتهما إصابة هما بالمرض ب المرض نفسه نفس ه .	ADP NOUN NOUN ADJ ADJ _ ADP NOUN NOUN ADP NOUN NOUN NOUN ADJ PUNCT PUNCT NOUN NOUN PUNCT PART SCONJ NOUN VERB NOUN _ CCONJ NOUN ADJ NOUN NUM PUNCT NUM ADJ ADP NOUN NOUN NUM VERB _ ADP NOUN ADP NOUN NOUN ADJ DET VERB ADP NOUN NOUN ADJ ADP X ADJ PUNCT _ CCONJ NOUN NUM ADJ ADP NOUN NOUN ADP NOUN NOUN NOUN _ ADP NOUN ADP _ NOUN PRON _ ADP NOUN _ NOUN PRON PUNCT
وأكد و أكد مسؤول في وزارة الصحة المصرية عدم وجود حالات إصابة بالمرض ب المرض في مصر ، وأن و أن الجهود التي بذلتها بذلت ها الوزارة لمنع ل منع دخول بعوضة " الجامبيا " المسببة للمرض ل المرض نجحت تماماً .	_ CCONJ VERB NOUN ADP NOUN NOUN ADJ NOUN NOUN NOUN NOUN _ ADP NOUN ADP NOUN PUNCT _ CCONJ SCONJ NOUN DET _ VERB PRON NOUN _ ADP NOUN NOUN X PUNCT X PUNCT NOUN _ ADP NOUN VERB NOUN PUNCT
وقال و قال الدكتور نصر السيد رئيس الإدارة المركزية للطب ل الطب الوقائي في الوزارة إن تحاليل طبية أجريت لكل ل كل أعضاء البعثة المصرية التي شاركت في دورة الألعاب الأفريقية ، كما جرى تحليل دم الشخص المشتبه فيه في ه لتحديد ل تحديد الطفيل المسبب للمرض ل المرض ، من أجل تحديد الدواء المناسب للقضاء ل القضاء عليه علي ه .	_ CCONJ VERB NOUN X X NOUN NOUN ADJ _ ADP NOUN ADJ ADP NOUN SCONJ NOUN ADJ VERB _ ADP NOUN NOUN NOUN ADJ DET VERB ADP NOUN NOUN ADJ PUNCT CCONJ VERB NOUN NOUN NOUN ADJ _ ADP PRON _ ADP NOUN X NOUN _ ADP NOUN PUNCT ADP NOUN NOUN NOUN ADJ _ ADP NOUN _ ADP PRON PUNCT
وأوضح و أوضح أن وزارة الصحة تتبع الإجراءات الصحية لمنع ل منع دخول الملاريا إلى مصر ، مثل الحجر الصحي في المطارات ورش و رش الطائرات القادمة من دول شرق أفريقيا وغربها و غرب ها بالمبيدات ب المبيدات ، تحسباً لوجود ل وجود بعوضة " الجامبيا " ، مشيراً إلى تخصيص 3 ملايين دولار لمنع ل منع دخول البعوضة من السودان ، وإلى و إلى أن بعثة طبية تزور السودان حالياً لتحديد ل تحديد أماكن وجود البعوضة الناقلة للمرض ل المرض .	_ CCONJ VERB SCONJ NOUN NOUN VERB NOUN ADJ _ ADP NOUN NOUN NOUN ADP NOUN PUNCT ADP NOUN ADJ ADP NOUN _ CCONJ NOUN NOUN ADJ ADP NOUN NOUN X _ CCONJ NOUN PRON _ ADP ADJ PUNCT NOUN _ ADP NOUN X PUNCT X PUNCT PUNCT ADJ ADP NOUN NUM NUM NOUN _ ADP NOUN NOUN X ADP NOUN PUNCT _ CCONJ ADP SCONJ NOUN ADJ VERB NOUN ADJ _ ADP NOUN NOUN NOUN X ADJ _ ADP NOUN PUNCT
وكان و كان العقيد محمد لبيب رئيس مجلس إدارة الاتحاد المصري للشطرنج ل الشطرنج ورئيس و رئيس بعثة الشطرنج لدورة ل دورة الألعاب الأفريقية واللاعب و اللاعب الدولي عصام علي أحمد عضو المنتخب توفيا نتيجة إصابتهما إصابة هما بمرض ب مرض التهاب السحايا أثناء وجودهما وجود هما في العاصمة النيجيرية أبوجا ضمن البعثة المصرية لدورة ل دورة الألعاب الأفريقية التي استمرت من 4 إلى 18 أكتوبر الجاري .	_ CCONJ VERB NOUN X X NOUN NOUN NOUN NOUN ADJ _ ADP NOUN _ CCONJ NOUN NOUN NOUN _ ADP NOUN NOUN ADJ _ CCONJ NOUN ADJ X X X NOUN NOUN VERB NOUN _ NOUN PRON _ ADP NOUN NOUN NOUN ADP _ NOUN PRON ADP NOUN ADJ X ADP NOUN ADJ _ ADP NOUN NOUN ADJ DET VERB ADP NUM ADP NUM NOUN ADJ PUNCT
كما تم حجز اللاعب أحمد عدلي ومدربه و مدرب ه حسن خالد في إحدى مستشفيات اليونان أثناء رحلة العودة .	CCONJ VERB NOUN NOUN X X _ CCONJ NOUN PRON X X ADP NOUN NOUN NOUN ADP NOUN NOUN PUNCT
اقتراح : انتقال الوزراء بالهليكوبتر ب الهليكوبتر لتوفير ل توفير المال والوقت و الوقت وانسياب المرور	NOUN PUNCT NOUN NOUN _ ADP NOUN _ ADP NOUN NOUN _ CCONJ NOUN X NOUN
تقدم عدد من نواب مجلس الشعب بعدة ب عدة اقتراحات لترشيد ل ترشيد الإنفاق في مواكب الوزراء وكبار و كبار المسئولين التي تخترق شوارع العاصمة مرتين على الأقل يومياً .	VERB NOUN ADP NOUN NOUN NOUN _ ADP NOUN NOUN _ ADP NOUN NOUN ADP NOUN NOUN _ CCONJ ADJ NOUN DET VERB NOUN NOUN NOUN ADP ADJ ADJ PUNCT
دعت الاقتراحات الجديدة إلى قصر سيارات الحراسة التي تتراوح ما بين ثلاث وخمس و خمس سيارات شيروكي تحمل رجال الحراسة الخاصة إلى سيارة واحدة فقط . .	VERB NOUN ADJ ADP NOUN NOUN NOUN DET VERB DET ADP NUM _ CCONJ NUM NOUN X VERB NOUN NOUN ADJ ADP NOUN ADJ ADV PUNCT PUNCT
ودراجة و دراجة بخارية وتوحيد و توحيد أعداد طاقم الحراسة ما بين وزير وآخر و آخر . .	_ CCONJ NOUN ADJ _ CCONJ NOUN NOUN NOUN NOUN DET ADP NOUN _ CCONJ ADJ PUNCT PUNCT
بما ب ما في ذلك رئيس الحكومة وتخفيض و تخفيض أعداد الحراسة الخاصة أيضاً على مقار إقامة والوزراء و الوزراء وأعضاء و أعضاء الحكومة وكبار و كبار المسئولين .	_ ADP DET ADP DET NOUN NOUN _ CCONJ NOUN NOUN NOUN ADJ ADV ADP NOUN NOUN _ CCONJ NOUN _ CCONJ NOUN NOUN _ CCONJ ADJ NOUN PUNCT
وأكد و أكد النواب على ضرورة تحديد مسارات خاصة في شوارع القاهرة لمرور ل مرور المسئولين فيها في ها لضمان ل ضمان عدم تعطيل الحركة المرورية في شوارع العامة . .	_ CCONJ VERB NOUN ADP NOUN NOUN NOUN ADJ ADP NOUN NOUN _ ADP NOUN NOUN _ ADP PRON _ ADP NOUN NOUN NOUN NOUN ADJ ADP NOUN X PUNCT PUNCT
وطالبوا و طالبوا في ذات الوقت بدراسة ب دراسة استخدام طائرات هليكوبتر خاصة لنقل ل نقل الوزراء إلى مقار عملهم عمل هم . .	_ CCONJ VERB ADP NOUN NOUN _ ADP NOUN NOUN NOUN X ADJ _ ADP NOUN NOUN ADP NOUN _ NOUN PRON PUNCT PUNCT
وقالوا و قالوا إنه إن ه بحساب ب حساب التكلفة المالية يتأكد أن النقل الجوي للوزراء ل الوزراء وإمكانات و إمكانات هذه الطائرات في الرسو في مكان صغير وهبوطها و هبوط ها وصعودها و صعود ها عموديا دون حاجة إلى ممرات هبوط وما و ما يترتب على ذلك من توفير فرد الحراسة الخاصة اللازم للمسئول ل المسؤول لثبت ل ثبت أن ذلك لا يتجاوز نسبة الـ 10 % من التكلفة الحالية .	_ CCONJ VERB _ SCONJ PRON _ ADP NOUN NOUN ADJ VERB SCONJ NOUN ADJ _ ADP NOUN _ CCONJ NOUN DET NOUN ADP X ADP NOUN ADJ _ CCONJ NOUN PRON _ CCONJ NOUN PRON ADJ ADP NOUN ADP NOUN NOUN _ CCONJ DET VERB ADP DET ADP NOUN NOUN NOUN ADJ ADJ _ ADP NOUN _ PART VERB SCONJ DET PART VERB NOUN PART NUM SYM ADP NOUN ADJ PUNCT
وأوضح و أوضح النواب وعلى و على رأسهم رأس هم سيف محمود ومحمد و محمد خليل قوطة ود و د .	_ CCONJ VERB NOUN _ CCONJ ADP _ NOUN PRON X X _ CCONJ NOUN X X _ CCONJ VERB PUNCT
حمدي حسن أنه أن ه بالمراجعة ب المراجعة تبين أن هناك مسئولين يتجاوز ثمن سيارات الحراسة لهم ل هم ما بين المليون والمليون و المليون ونصف و نصف المليون جنيه نظراً لارتفاع ل ارتفاع سعر السيارة الشيروكي الواحدة إلى ما يتجاوز الـ 600 ألف جنيه .	X X _ SCONJ PRON _ ADP NOUN VERB SCONJ ADV NOUN VERB NOUN NOUN NOUN _ ADP PRON DET ADP NUM _ CCONJ NUM _ CCONJ NOUN NUM NOUN NOUN _ ADP NOUN NOUN NOUN X ADJ ADP DET VERB PART NUM NUM NOUN PUNCT
21.6 % من قوة العمل في مصر من النساء	NUM SYM ADP NOUN NOUN ADP NOUN ADP NOUN
أكدت تقارير معهد التخطيط القومي أن نسبة النساء في إجمالي قوة العمل في مصر بلغت 21.6 % ، بما ب ما يعادل 4 ملايين و 358 ألف نسمة .	VERB NOUN NOUN NOUN ADJ SCONJ NOUN NOUN ADP NOUN NOUN NOUN ADP NOUN VERB NUM SYM PUNCT _ ADP DET VERB NUM NUM CCONJ NUM NUM NOUN PUNCT
أوضحت التقارير أن 68 % من النساء يعملن بالتمريض ب التمريض ، و 27 % منهن من هن يعملن بالطب ب الطب ، وأن و أن 45 % من العاملين بالتدريس ب التدريس من النساء .	VERB NOUN SCONJ NUM SYM ADP NOUN X _ ADP NOUN PUNCT CCONJ NUM SYM _ ADP PRON X _ ADP NOUN PUNCT _ CCONJ SCONJ NUM SYM ADP ADJ _ ADP NOUN ADP NOUN PUNCT
أعلن ذلك الدكتور مصطفى أحمد المستشار بالمعهد ب المعهد .	VERB X NOUN X X NOUN _ ADP NOUN PUNCT
موائد الرحمن أيضا . .	NOUN X ADV PUNCT PUNCT
تأثرت بالظروف ب الظروف الاقتصادية	VERB _ ADP NOUN ADJ
طوال السنوات الأخيرة ، ظلت " موائد الرحمن " هي نجم شهر رمضان ، يتنافس في إقامتها إقامة ها رجال أعمال وفنانون و فنانون مشاهير ، ويتحدث و يتحدث بأخبارها ب أخبار ها الناس في القاهرة وعواصم و عواصم المحافظات . .	ADP NOUN ADJ PUNCT VERB PUNCT NOUN X PUNCT PRON NOUN NOUN NOUN PUNCT VERB ADP _ NOUN PRON NOUN NOUN _ CCONJ NOUN ADJ PUNCT _ CCONJ VERB _ ADP NOUN PRON NOUN ADP NOUN _ CCONJ NOUN NOUN PUNCT PUNCT
رمضان هذا العام يشهد ظاهرة انحسار هذه الموائد ، وغياب و غياب بعض أشهرها أشهر ها .	NOUN DET NOUN VERB NOUN NOUN DET NOUN PUNCT _ CCONJ NOUN NOUN _ ADJ PRON PUNCT
وهو و هو ما آثار تساؤلات حول الأسباب التي وراء هذا الاختفاء .	_ CCONJ PRON DET VERB NOUN ADP NOUN DET ADP DET NOUN PUNCT
وموائد و موائد رمضان في مصر قديمة قدم الفتح الإسلامي لها ل ها .	_ CCONJ NOUN NOUN ADP NOUN ADJ VERB NOUN ADJ _ ADP PRON PUNCT
لقد ل قد بدأت معه مع ه وبرزت و برزت في العصر الفاطمي مع بداية عام 362 هجرية ، وكانت و كانت تعرف باسم ب اسم " الأسمطة " وبالغ و بالغ الفاطميون فيها في ها فكانوا ف كانوا يقيمونها يقيمون ها في دار خاصة تعرف باسم ب اسم " دار الفطرة " .	_ PART PART VERB _ ADP PRON _ CCONJ VERB ADP NOUN ADJ ADP NOUN NOUN NUM ADJ PUNCT _ CCONJ VERB VERB _ ADP NOUN PUNCT NOUN PUNCT _ CCONJ VERB ADJ _ ADP PRON _ CCONJ VERB _ VERB PRON ADP NOUN ADJ VERB _ ADP NOUN PUNCT NOUN NOUN PUNCT PUNCT
واختفت و اختفت الموائد بعد ذلك في العصر الأيوبي ، لتعود ل تعود في العصرين المملوكي والعثماني و العثماني عامرة بأصناف ب أصناف اللحوم والحلوى و الحلوى وكان و كان الأمراء يحرصون على الظهور فيها في ها بمظهر ب مظهر الأسخياء أمام الرعية والفقراء و الفقراء ويتنافسون و يتنافسون على تجهيزها تجهيز ها .	_ CCONJ VERB NOUN ADP DET ADP NOUN ADJ PUNCT _ CCONJ VERB ADP NOUN ADJ _ CCONJ ADJ ADJ _ ADP NOUN NOUN _ CCONJ NOUN _ CCONJ VERB NOUN VERB ADP NOUN _ ADP PRON _ ADP NOUN X ADP NOUN _ CCONJ ADJ _ CCONJ VERB ADP _ NOUN PRON PUNCT
ومع و مع الحملة الفرنسية على مصر ، بدأت موائد رمضان تأخذ شكلاً رسميا بمشاركة ب مشاركة رجال الأزهر في تقديمها تقديم ها والظهور و الظهور فيها في ها .	_ CCONJ ADP NOUN ADJ ADP NOUN PUNCT VERB NOUN NOUN VERB NOUN ADJ _ ADP NOUN NOUN NOUN ADP _ NOUN PRON _ CCONJ NOUN _ ADP PRON PUNCT
لكن هذه الموائد اختفت تماماً بعد ثورة يوليو 1952 ومع و مع بداية السبعينات ، وبدء و بدء سياسة الانفتاح الاقتصادي وظهور و ظهور فئات اجتماعية جديدة تسعى إلى تثبيت وجودها وجود ها في طليعة المجتمع ، عادت موائد رمضان باسم ب اسم موائد الرحمن بصورة ب صورة جديدة ، وتنوعت و تنوعت بين موائد " سوبر " أو خمس نجوم .	CCONJ DET NOUN VERB NOUN ADP NOUN NOUN NUM _ CCONJ ADP NOUN NOUN PUNCT _ CCONJ NOUN NOUN NOUN ADJ _ CCONJ NOUN NOUN ADJ ADJ VERB ADP NOUN _ NOUN PRON ADP NOUN NOUN PUNCT VERB NOUN NOUN _ ADP NOUN NOUN NOUN _ ADP NOUN ADJ PUNCT _ CCONJ VERB ADP NOUN PUNCT X PUNCT CCONJ NUM NOUN PUNCT
هلال شتا ، رئيس شعبة المصدرين بغرفة ب غرفة تجارة القاهرة ، يلاحظ انحسار ظاهرة موائد الرحمن هذا العام . .	X X PUNCT NOUN NOUN NOUN _ ADP NOUN NOUN NOUN PUNCT VERB NOUN NOUN NOUN X DET NOUN PUNCT PUNCT
ويضرب و يضرب مثلا بإحدى ب إحدى أشهر هذه الموائد التي كان يقيمها يقيم ها صاحب إحدى القرى السياحية ، بمنطقة ب منطقة نادي الصيد ، وكان و كان يتردد عليها علي ها يومياً ما يزيد على ألف مواطن .	_ CCONJ VERB NOUN _ ADP NOUN ADJ DET NOUN DET VERB _ VERB PRON NOUN NOUN NOUN ADJ PUNCT _ ADP NOUN NOUN NOUN PUNCT _ CCONJ VERB VERB _ ADP PRON ADJ DET VERB ADP NUM NOUN PUNCT
يقول هلال شتا ، إن هذه المائدة لم تظهر هذا العام . .	VERB X X PUNCT SCONJ DET NOUN PART VERB DET NOUN PUNCT PUNCT
والمكان و المكان الذي كانت تقام فيه في ه أقيمت عليه علي ه عمارة سكنية ضخمة .	_ CCONJ NOUN DET VERB VERB _ ADP PRON VERB _ ADP PRON NOUN ADJ ADJ PUNCT
يبرر هلال شتا هذا الاختفاء بعاملين ب عاملين : الأول الارتفاع الرهيب للأسعار ل الأسعار مما جعل كلفة هذه الموائد عالية .	VERB X X DET NOUN _ ADP NOUN PUNCT ADJ NOUN ADJ _ ADP NOUN CCONJ VERB NOUN DET NOUN ADJ PUNCT
أما العامل الآخر فهو ف هو الظروف الاقتصادية غير المناسبة هذا العام بالنسبة ب النسبة لعدد ل عدد ممن من من كانوا يقيمون هذه الموائد ، خاصة من رجال الأعمال .	PART NOUN ADJ _ CCONJ PRON NOUN ADJ NOUN ADJ DET NOUN _ ADP NOUN _ ADP NOUN _ ADP DET VERB VERB DET NOUN PUNCT ADJ ADP NOUN NOUN PUNCT
رمضان وكرة و كرة القدم . .	NOUN _ CCONJ NOUN NOUN PUNCT PUNCT
نشاط سياسي محظور ! !	NOUN ADJ ADJ PUNCT PUNCT
اقتحم أكثر من 150 جندياً من الأمن المركزي بوابة جامعة حلوان ، وهاجموا و هاجموا الطلاب داخل الحرم الجامعي ، واشتبكوا و اشتبكوا معهم مع هم في معركة استمرت نحو ساعتين .	VERB ADJ ADP NUM NOUN ADP NOUN ADJ NOUN NOUN NOUN PUNCT _ CCONJ VERB NOUN ADP ADJ ADJ PUNCT _ CCONJ VERB _ ADP PRON ADP NOUN VERB ADP NOUN PUNCT
